date_time,exchange_id,instrument_id,price,volume,amount,buy_open,sell_open,buy_close,sell_close
2024-10-18T01:30:31.900Z,,,3801.0,1527,1738794420.0,0,0,0,0
2024-10-18T01:30:32.400Z,,,3800.4,1562,1778704260.0,0,0,0,0
2024-10-18T01:30:32.900Z,,,3800.8,1579,1798089060.0,0,0,0,0
2024-10-18T01:30:33.400Z,,,3801.0,1587,1807212840.0,0,0,0,0
2024-10-18T01:30:33.900Z,,,3801.0,1594,1815194940.0,0,0,0,0
2024-10-18T01:30:34.400Z,,,3801.2,1606,1828880760.0,0,0,0,0
2024-10-18T01:30:34.900Z,,,3801.8,1612,1835724000.0,0,0,0,0
2024-10-18T01:30:35.400Z,,,3801.6,1620,1844848140.0,0,0,0,0
2024-10-18T01:30:35.900Z,,,3801.6,1623,1848269580.0,0,0,0,0
2024-10-18T01:30:36.400Z,,,3802.6,1647,1875645060.0,0,0,0,0
2024-10-18T01:30:36.900Z,,,3801.8,1662,1892756280.0,0,0,0,0
2024-10-18T01:30:37.400Z,,,3802.8,1676,1908727980.0,0,0,0,0
2024-10-18T01:30:37.900Z,,,3803.0,1688,1922418420.0,0,0,0,0
2024-10-18T01:30:38.400Z,,,3802.8,1694,1929263760.0,0,0,0,0
2024-10-18T01:30:38.900Z,,,3803.6,1703,1939533000.0,0,0,0,0
2024-10-18T01:30:39.400Z,,,3803.8,1720,1958933940.0,0,0,0,0
2024-10-18T01:30:39.900Z,,,3803.8,1732,1972627140.0,0,0,0,0
2024-10-18T01:30:40.400Z,,,3803.8,1746,1988603040.0,0,0,0,0
2024-10-18T01:30:40.900Z,,,3802.2,1779,2026255740.0,0,0,0,0
2024-10-18T01:30:41.400Z,,,3803.8,1787,2035384860.0,0,0,0,0
2024-10-18T01:30:41.900Z,,,3803.8,1802,2052502800.0,0,0,0,0
2024-10-18T01:30:42.400Z,,,3802.6,1838,2093584260.0,0,0,0,0
2024-10-18T01:30:42.900Z,,,3803.8,1846,2102713800.0,0,0,0,0
2024-10-18T01:30:43.400Z,,,3804.2,1861,2119831020.0,0,0,0,0
2024-10-18T01:30:43.900Z,,,3803.8,1879,2140369380.0,0,0,0,0
2024-10-18T01:30:44.400Z,,,3803.8,1899,2163192300.0,0,0,0,0
2024-10-18T01:30:44.900Z,,,3804.2,1912,2178027960.0,0,0,0,0
2024-10-18T01:30:45.400Z,,,3804.2,1942,2212266180.0,0,0,0,0
2024-10-18T01:30:45.900Z,,,3804.0,1954,2225960580.0,0,0,0,0
2024-10-18T01:30:46.400Z,,,3804.8,1968,2241939060.0,0,0,0,0
2024-10-18T01:30:46.900Z,,,3804.8,1984,2260199580.0,0,0,0,0
2024-10-18T01:30:47.400Z,,,3804.0,1988,2264764320.0,0,0,0,0
2024-10-18T01:30:47.900Z,,,3803.2,1999,2277316320.0,0,0,0,0
2024-10-18T01:30:48.400Z,,,3802.6,2020,2301279180.0,0,0,0,0
2024-10-18T01:30:48.900Z,,,3802.6,2042,2326371360.0,0,0,0,0
2024-10-18T01:30:49.400Z,,,3801.4,2057,2343479160.0,0,0,0,0
2024-10-18T01:30:49.900Z,,,3801.2,2078,2367426060.0,0,0,0,0
2024-10-18T01:30:50.400Z,,,3801.4,2094,2385670620.0,0,0,0,0
2024-10-18T01:30:50.900Z,,,3800.4,2102,2394792360.0,0,0,0,0
2024-10-18T01:30:51.400Z,,,3799.8,2137,2434693380.0,0,0,0,0
2024-10-18T01:30:51.900Z,,,3799.4,2152,2451792060.0,0,0,0,0
2024-10-18T01:30:52.400Z,,,3798.4,2161,2462049420.0,0,0,0,0
2024-10-18T01:30:52.900Z,,,3799.4,2180,2483702040.0,0,0,0,0
2024-10-18T01:30:53.400Z,,,3799.0,2189,2493958980.0,0,0,0,0
2024-10-18T01:30:53.900Z,,,3797.8,2203,2509909800.0,0,0,0,0
2024-10-18T01:30:54.400Z,,,3797.8,2210,2517884880.0,0,0,0,0
2024-10-18T01:30:54.900Z,,,3798.0,2237,2548648560.0,0,0,0,0
2024-10-18T01:30:55.400Z,,,3797.0,2252,2565738360.0,0,0,0,0
2024-10-18T01:30:55.900Z,,,3799.2,2298,2618148600.0,0,0,0,0
2024-10-18T01:30:56.400Z,,,3798.6,2325,2648916960.0,0,0,0,0
2024-10-18T01:30:56.900Z,,,3798.0,2339,2664870660.0,0,0,0,0
2024-10-18T01:30:57.400Z,,,3799.0,2347,2673987060.0,0,0,0,0
2024-10-18T01:30:57.900Z,,,3798.0,2356,2684241000.0,0,0,0,0
2024-10-18T01:30:58.400Z,,,3797.0,2365,2694493380.0,0,0,0,0
2024-10-18T01:30:58.900Z,,,3796.6,2371,2701327080.0,0,0,0,0
2024-10-18T01:30:59.400Z,,,3796.2,2376,2707021320.0,0,0,0,0
2024-10-18T01:30:59.900Z,,,3795.4,2383,2714992680.0,0,0,0,0
2024-10-18T01:31:00.400Z,,,3796.8,2394,2727519900.0,0,0,0,0
2024-10-18T01:31:00.900Z,,,3797.0,2406,2741186460.0,0,0,0,0
2024-10-18T01:31:01.400Z,,,3796.0,2413,2749158660.0,0,0,0,0
2024-10-18T01:31:01.900Z,,,3796.4,2416,2752575420.0,0,0,0,0
2024-10-18T01:31:02.400Z,,,3796.8,2430,2768523000.0,0,0,0,0
2024-10-18T01:31:02.900Z,,,3797.0,2433,2771940300.0,0,0,0,0
2024-10-18T01:31:03.400Z,,,3797.0,2439,2778775440.0,0,0,0,0
2024-10-18T01:31:03.900Z,,,3799.2,2455,2797007460.0,0,0,0,0
2024-10-18T01:31:04.400Z,,,3798.6,2466,2809543920.0,0,0,0,0
2024-10-18T01:31:04.900Z,,,3799.4,2494,2841447060.0,0,0,0,0
2024-10-18T01:31:05.400Z,,,3800.0,2508,2857406400.0,0,0,0,0
2024-10-18T01:31:05.900Z,,,3799.2,2517,2867665740.0,0,0,0,0
2024-10-18T01:31:06.400Z,,,3800.2,2523,2874506400.0,0,0,0,0
2024-10-18T01:31:06.900Z,,,3800.2,2529,2881346760.0,0,0,0,0
2024-10-18T01:31:07.400Z,,,3800.8,2541,2895029040.0,0,0,0,0
2024-10-18T01:31:07.900Z,,,3800.2,2549,2904149520.0,0,0,0,0
2024-10-18T01:31:08.400Z,,,3800.4,2552,2907570060.0,0,0,0,0
2024-10-18T01:31:08.900Z,,,3800.2,2565,2922391620.0,0,0,0,0
2024-10-18T01:31:09.400Z,,,3800.0,2594,2955452940.0,0,0,0,0
2024-10-18T01:31:09.900Z,,,3800.4,2609,2972552100.0,0,0,0,0
2024-10-18T01:31:10.400Z,,,3800.2,2625,2990790720.0,0,0,0,0
2024-10-18T01:31:10.900Z,,,3799.2,2634,3001047480.0,0,0,0,0
2024-10-18T01:31:11.400Z,,,3799.2,2650,3019281720.0,0,0,0,0
2024-10-18T01:31:11.900Z,,,3799.2,2662,3032956740.0,0,0,0,0
2024-10-18T01:31:12.400Z,,,3798.6,2668,3039794220.0,0,0,0,0
2024-10-18T01:31:12.900Z,,,3798.4,2676,3048909960.0,0,0,0,0
2024-10-18T01:31:13.400Z,,,3797.6,2686,3060304200.0,0,0,0,0
2024-10-18T01:31:13.900Z,,,3797.8,2698,3073976580.0,0,0,0,0
2024-10-18T01:31:14.400Z,,,3798.0,2707,3084231360.0,0,0,0,0
2024-10-18T01:31:14.900Z,,,3797.8,2712,3089928180.0,0,0,0,0
2024-10-18T01:31:15.400Z,,,3798.4,2715,3093346740.0,0,0,0,0
2024-10-18T01:31:15.900Z,,,3798.6,2722,3101323440.0,0,0,0,0
2024-10-18T01:31:16.400Z,,,3798.4,2732,3112718100.0,0,0,0,0
2024-10-18T01:31:16.900Z,,,3798.4,2743,3125253540.0,0,0,0,0
2024-10-18T01:31:17.400Z,,,3799.6,2745,3127533120.0,0,0,0,0
2024-10-18T01:31:17.900Z,,,3797.6,2754,3137788380.0,0,0,0,0
2024-10-18T01:31:18.400Z,,,3799.0,2758,3142346340.0,0,0,0,0
2024-10-18T01:31:18.900Z,,,3798.8,2763,3148044480.0,0,0,0,0
2024-10-18T01:31:19.400Z,,,3798.6,2766,3151463220.0,0,0,0,0
2024-10-18T01:31:19.900Z,,,3798.8,2777,3163999920.0,0,0,0,0
2024-10-18T01:31:20.400Z,,,3798.8,2780,3167419080.0,0,0,0,0
2024-10-18T01:31:20.900Z,,,3798.8,2784,3171977880.0,0,0,0,0
2024-10-18T01:31:21.400Z,,,3799.6,2786,3174257640.0,0,0,0,0
2024-10-18T01:31:21.900Z,,,3798.6,2789,3177676380.0,0,0,0,0
2024-10-18T01:31:22.400Z,,,3798.8,2798,3187932300.0,0,0,0,0
2024-10-18T01:31:22.900Z,,,3799.4,2805,3195910380.0,0,0,0,0
2024-10-18T01:31:23.400Z,,,3799.0,2816,3208448280.0,0,0,0,0
2024-10-18T01:31:23.900Z,,,3799.8,2828,3222127320.0,0,0,0,0
2024-10-18T01:31:24.400Z,,,3800.8,2841,3236948040.0,0,0,0,0
2024-10-18T01:31:24.900Z,,,3801.4,2850,3247210620.0,0,0,0,0
2024-10-18T01:31:25.400Z,,,3801.0,2853,3250631520.0,0,0,0,0
2024-10-18T01:31:25.900Z,,,3801.4,2868,3267737340.0,0,0,0,0
2024-10-18T01:31:26.400Z,,,3801.0,2870,3270018060.0,0,0,0,0
2024-10-18T01:31:26.900Z,,,3800.8,2877,3277999740.0,0,0,0,0
2024-10-18T01:31:27.400Z,,,3801.6,2890,3292823580.0,0,0,0,0
2024-10-18T01:31:27.900Z,,,3800.6,2900,3304225620.0,0,0,0,0
2024-10-18T01:31:28.400Z,,,3800.0,2917,3323606400.0,0,0,0,0
2024-10-18T01:31:28.900Z,,,3799.6,2927,3335006280.0,0,0,0,0
2024-10-18T01:31:29.400Z,,,3799.4,2929,3337286040.0,0,0,0,0
2024-10-18T01:31:29.900Z,,,3799.8,2934,3342985560.0,0,0,0,0
2024-10-18T01:31:30.400Z,,,3799.8,2938,3347545320.0,0,0,0,0
2024-10-18T01:31:30.900Z,,,3801.0,2948,3358945260.0,0,0,0,0
2024-10-18T01:31:31.400Z,,,3800.2,2964,3377184960.0,0,0,0,0
2024-10-18T01:31:31.900Z,,,3799.6,2970,3384024780.0,0,0,0,0
2024-10-18T01:31:32.400Z,,,3798.8,2975,3389723040.0,0,0,0,0
2024-10-18T01:31:32.900Z,,,3799.0,2991,3407956920.0,0,0,0,0
2024-10-18T01:31:33.400Z,,,3799.4,2996,3413655900.0,0,0,0,0
2024-10-18T01:31:33.900Z,,,3799.6,3001,3419355300.0,0,0,0,0
2024-10-18T01:31:34.400Z,,,3799.6,3005,3423915120.0,0,0,0,0
2024-10-18T01:31:34.900Z,,,3799.8,3006,3425055060.0,0,0,0,0
2024-10-18T01:31:35.400Z,,,3800.2,3012,3431894700.0,0,0,0,0
2024-10-18T01:31:35.900Z,,,3799.2,3015,3435313980.0,0,0,0,0
2024-10-18T01:31:36.400Z,,,3800.0,3025,3446711880.0,0,0,0,0
2024-10-18T01:31:36.900Z,,,3799.2,3031,3453550800.0,0,0,0,0
2024-10-18T01:31:37.400Z,,,3798.8,3036,3459248820.0,0,0,0,0
2024-10-18T01:31:37.900Z,,,3799.2,3039,3462667980.0,0,0,0,0
2024-10-18T01:31:38.400Z,,,3799.2,3040,3463807740.0,0,0,0,0
2024-10-18T01:31:38.900Z,,,3798.8,3044,3468366300.0,0,0,0,0
2024-10-18T01:31:39.400Z,,,3798.4,3046,3470645340.0,0,0,0,0
2024-10-18T01:31:39.900Z,,,3798.4,3049,3474063840.0,0,0,0,0
2024-10-18T01:31:40.400Z,,,3798.8,3051,3476343120.0,0,0,0,0
2024-10-18T01:31:40.900Z,,,3798.8,3053,3478622400.0,0,0,0,0
2024-10-18T01:31:41.400Z,,,3798.4,3059,3485459880.0,0,0,0,0
2024-10-18T01:31:41.900Z,,,3799.2,3062,3488878680.0,0,0,0,0
2024-10-18T01:31:42.400Z,,,3798.2,3067,3494576460.0,0,0,0,0
2024-10-18T01:31:42.900Z,,,3798.2,3077,3505970580.0,0,0,0,0
2024-10-18T01:31:43.400Z,,,3798.4,3095,3526481940.0,0,0,0,0
2024-10-18T01:31:43.900Z,,,3798.6,3098,3529900560.0,0,0,0,0
2024-10-18T01:31:44.400Z,,,3798.6,3098,3529900560.0,0,0,0,0
2024-10-18T01:31:44.900Z,,,3798.6,3098,3529900560.0,0,0,0,0
2024-10-18T01:31:45.400Z,,,3798.4,3099,3531040080.0,0,0,0,0
2024-10-18T01:31:45.900Z,,,3798.0,3102,3534458340.0,0,0,0,0
2024-10-18T01:31:46.400Z,,,3797.6,3108,3541294800.0,0,0,0,0
2024-10-18T01:31:46.900Z,,,3797.6,3114,3548131200.0,0,0,0,0
2024-10-18T01:31:47.400Z,,,3797.6,3129,3565220400.0,0,0,0,0
2024-10-18T01:31:47.900Z,,,3798.2,3135,3572056620.0,0,0,0,0
2024-10-18T01:31:48.400Z,,,3797.8,3138,3575474820.0,0,0,0,0
2024-10-18T01:31:48.900Z,,,3797.4,3142,3580031640.0,0,0,0,0
2024-10-18T01:31:49.400Z,,,3797.2,3144,3582310020.0,0,0,0,0
2024-10-18T01:31:49.900Z,,,3798.0,3152,3591424680.0,0,0,0,0
2024-10-18T01:31:50.400Z,,,3797.4,3167,3608515800.0,0,0,0,0
2024-10-18T01:31:50.900Z,,,3798.2,3183,3626746380.0,0,0,0,0
2024-10-18T01:31:51.400Z,,,3797.6,3189,3633582420.0,0,0,0,0
2024-10-18T01:31:51.900Z,,,3799.2,3199,3644976300.0,0,0,0,0
2024-10-18T01:31:52.400Z,,,3798.2,3204,3650673840.0,0,0,0,0
2024-10-18T01:31:52.900Z,,,3797.2,3208,3655230600.0,0,0,0,0
2024-10-18T01:31:53.400Z,,,3798.6,3212,3659788260.0,0,0,0,0
2024-10-18T01:31:53.900Z,,,3798.2,3213,3660927720.0,0,0,0,0
2024-10-18T01:31:54.400Z,,,3798.4,3216,3664346280.0,0,0,0,0
2024-10-18T01:31:54.900Z,,,3798.4,3227,3676881000.0,0,0,0,0
2024-10-18T01:31:55.400Z,,,3798.4,3227,3676881000.0,0,0,0,0
2024-10-18T01:31:55.900Z,,,3797.4,3231,3681438300.0,0,0,0,0
2024-10-18T01:31:56.400Z,,,3796.8,3243,3695107560.0,0,0,0,0
2024-10-18T01:31:56.900Z,,,3796.6,3255,3708776040.0,0,0,0,0
2024-10-18T01:31:57.400Z,,,3796.0,3261,3715609680.0,0,0,0,0
2024-10-18T01:31:57.900Z,,,3796.0,3272,3728136660.0,0,0,0,0
2024-10-18T01:31:58.400Z,,,3796.4,3290,3748634760.0,0,0,0,0
2024-10-18T01:31:58.900Z,,,3795.4,3321,3783935220.0,0,0,0,0
2024-10-18T01:31:59.400Z,,,3795.4,3326,3789628320.0,0,0,0,0
2024-10-18T01:31:59.900Z,,,3794.8,3337,3802151760.0,0,0,0,0
2024-10-18T01:32:00.400Z,,,3794.2,3353,3820365960.0,0,0,0,0
2024-10-18T01:32:00.900Z,,,3795.2,3358,3826058340.0,0,0,0,0
2024-10-18T01:32:01.400Z,,,3795.0,3367,3836304480.0,0,0,0,0
2024-10-18T01:32:01.900Z,,,3795.0,3376,3846549660.0,0,0,0,0
2024-10-18T01:32:02.400Z,,,3794.0,3378,3848826060.0,0,0,0,0
2024-10-18T01:32:02.900Z,,,3794.0,3381,3852240660.0,0,0,0,0
2024-10-18T01:32:03.400Z,,,3793.6,3390,3862483260.0,0,0,0,0
2024-10-18T01:32:03.900Z,,,3794.0,3405,3879557160.0,0,0,0,0
2024-10-18T01:32:04.400Z,,,3794.4,3421,3897772740.0,0,0,0,0
2024-10-18T01:32:04.900Z,,,3795.4,3431,3909160320.0,0,0,0,0
2024-10-18T01:32:05.400Z,,,3796.4,3436,3914854920.0,0,0,0,0
2024-10-18T01:32:05.900Z,,,3796.8,3447,3927385560.0,0,0,0,0
2024-10-18T01:32:06.400Z,,,3798.0,3455,3936499440.0,0,0,0,0
2024-10-18T01:32:06.900001Z,,,3797.0,3466,3949031220.0,0,0,0,0
2024-10-18T01:32:07.400Z,,,3797.8,3491,3977513640.0,0,0,0,0
2024-10-18T01:32:07.900Z,,,3797.8,3492,3978652980.0,0,0,0,0
2024-10-18T01:32:08.400Z,,,3794.4,3505,3993457260.0,0,0,0,0
2024-10-18T01:32:08.900Z,,,3796.0,3519,4009393920.0,0,0,0,0
2024-10-18T01:32:09.400Z,,,3795.4,3523,4013947800.0,0,0,0,0
2024-10-18T01:32:09.900Z,,,3794.4,3531,4023054420.0,0,0,0,0
2024-10-18T01:32:10.400Z,,,3793.6,3551,4045819620.0,0,0,0,0
2024-10-18T01:32:10.900Z,,,3794.2,3557,4052649840.0,0,0,0,0
2024-10-18T01:32:11.400Z,,,3793.0,3569,4066307820.0,0,0,0,0
2024-10-18T01:32:11.900Z,,,3792.2,3572,4069721760.0,0,0,0,0
2024-10-18T01:32:12.400Z,,,3793.6,3582,4081098480.0,0,0,0,0
2024-10-18T01:32:12.900Z,,,3791.0,3586,4085648460.0,0,0,0,0
2024-10-18T01:32:13.400Z,,,3790.6,3595,4095883500.0,0,0,0,0
2024-10-18T01:32:13.900Z,,,3791.2,3608,4110669780.0,0,0,0,0
2024-10-18T01:32:14.400Z,,,3790.6,3626,4131140340.0,0,0,0,0
2024-10-18T01:32:14.900Z,,,3791.0,3639,4145925360.0,0,0,0,0
2024-10-18T01:32:15.400Z,,,3790.0,3647,4155022740.0,0,0,0,0
2024-10-18T01:32:15.900Z,,,3791.0,3658,4167532440.0,0,0,0,0
2024-10-18T01:32:16.400Z,,,3790.8,3668,4178905020.0,0,0,0,0
2024-10-18T01:32:16.900Z,,,3790.4,3675,4186864860.0,0,0,0,0
2024-10-18T01:32:17.400Z,,,3789.2,3694,4208468040.0,0,0,0,0
2024-10-18T01:32:17.900Z,,,3789.6,3702,4217562180.0,0,0,0,0
2024-10-18T01:32:18.400Z,,,3789.0,3706,4222108440.0,0,0,0,0
2024-10-18T01:32:18.900Z,,,3788.2,3715,4232337960.0,0,0,0,0
2024-10-18T01:32:19.400Z,,,3788.2,3721,4239158220.0,0,0,0,0
2024-10-18T01:32:19.900Z,,,3789.4,3732,4251662640.0,0,0,0,0
2024-10-18T01:32:20.400Z,,,3789.2,3758,4281221100.0,0,0,0,0
2024-10-18T01:32:20.900Z,,,3789.2,3761,4284631380.0,0,0,0,0
2024-10-18T01:32:21.400Z,,,3789.4,3778,4303961340.0,0,0,0,0
2024-10-18T01:32:21.900Z,,,3789.2,3791,4318744620.0,0,0,0,0
2024-10-18T01:32:22.400Z,,,3789.8,3794,4322155380.0,0,0,0,0
2024-10-18T01:32:22.900Z,,,3790.8,3801,4330116060.0,0,0,0,0
2024-10-18T01:32:23.400Z,,,3789.4,3811,4341488580.0,0,0,0,0
2024-10-18T01:32:23.900Z,,,3790.6,3814,4344900060.0,0,0,0,0
2024-10-18T01:32:24.400Z,,,3789.2,3821,4352859240.0,0,0,0,0
2024-10-18T01:32:24.900Z,,,3789.8,3829,4361954760.0,0,0,0,0
2024-10-18T01:32:25.400Z,,,3790.4,3833,4366503480.0,0,0,0,0
2024-10-18T01:32:25.900Z,,,3790.0,3838,4372189200.0,0,0,0,0
2024-10-18T01:32:26.400Z,,,3790.2,3846,4381286700.0,0,0,0,0
2024-10-18T01:32:26.900Z,,,3790.2,3849,4384697880.0,0,0,0,0
2024-10-18T01:32:27.400Z,,,3790.0,3860,4397205660.0,0,0,0,0
2024-10-18T01:32:27.900Z,,,3790.4,3880,4419947160.0,0,0,0,0
2024-10-18T01:32:28.400Z,,,3789.8,3884,4424494860.0,0,0,0,0
2024-10-18T01:32:28.900Z,,,3789.4,3888,4429041960.0,0,0,0,0
2024-10-18T01:32:29.400Z,,,3790.2,3906,4449503700.0,0,0,0,0
2024-10-18T01:32:29.900Z,,,3789.2,3908,4451777340.0,0,0,0,0
2024-10-18T01:32:30.400Z,,,3789.0,3918,4463144940.0,0,0,0,0
2024-10-18T01:32:30.900Z,,,3789.6,3924,4469966520.0,0,0,0,0
2024-10-18T01:32:31.400Z,,,3790.2,3929,4475651100.0,0,0,0,0
2024-10-18T01:32:31.900Z,,,3789.4,3935,4482472740.0,0,0,0,0
2024-10-18T01:32:32.400Z,,,3789.4,3942,4490430960.0,0,0,0,0
2024-10-18T01:32:32.900Z,,,3789.4,3946,4494978240.0,0,0,0,0
2024-10-18T01:32:33.400Z,,,3789.4,3948,4497251880.0,0,0,0,0
2024-10-18T01:32:33.900Z,,,3789.0,3956,4506347940.0,0,0,0,0
2024-10-18T01:32:34.400Z,,,3789.4,3960,4510895220.0,0,0,0,0
2024-10-18T01:32:34.900Z,,,3789.6,3973,4525676820.0,0,0,0,0
2024-10-18T01:32:35.400Z,,,3790.4,3975,4527951060.0,0,0,0,0
2024-10-18T01:32:35.900Z,,,3790.0,3982,4535912820.0,0,0,0,0
2024-10-18T01:32:36.400Z,,,3790.4,3990,4545009780.0,0,0,0,0
2024-10-18T01:32:36.900Z,,,3790.4,3994,4549558260.0,0,0,0,0
2024-10-18T01:32:37.400Z,,,3790.4,4003,4559791620.0,0,0,0,0
2024-10-18T01:32:37.900Z,,,3790.6,4009,4566614220.0,0,0,0,0
2024-10-18T01:32:38.400Z,,,3790.6,4019,4577984940.0,0,0,0,0
2024-10-18T01:32:38.900Z,,,3789.4,4021,4580258640.0,0,0,0,0
2024-10-18T01:32:39.400Z,,,3789.2,4028,4588216620.0,0,0,0,0
2024-10-18T01:32:39.900Z,,,3790.0,4035,4596176820.0,0,0,0,0
2024-10-18T01:32:40.400Z,,,3789.6,4038,4599587520.0,0,0,0,0
2024-10-18T01:32:40.900Z,,,3789.6,4040,4601861580.0,0,0,0,0
2024-10-18T01:32:41.400Z,,,3790.4,4043,4605272460.0,0,0,0,0
2024-10-18T01:32:41.900Z,,,3789.8,4050,4613231760.0,0,0,0,0
2024-10-18T01:32:42.400Z,,,3790.6,4053,4616643300.0,0,0,0,0
2024-10-18T01:32:42.900Z,,,3790.4,4056,4620054540.0,0,0,0,0
2024-10-18T01:32:43.400Z,,,3790.2,4061,4625740080.0,0,0,0,0
2024-10-18T01:32:43.900Z,,,3789.6,4068,4633698360.0,0,0,0,0
2024-10-18T01:32:44.400Z,,,3789.0,4070,4635971940.0,0,0,0,0
2024-10-18T01:32:44.900Z,,,3789.0,4081,4648475700.0,0,0,0,0
2024-10-18T01:32:45.400Z,,,3788.6,4108,4679166120.0,0,0,0,0
